articulationpoint	averagebetweenness	averagecloseness	averagenodeconnectivity	averageeccentricity	averagepathlength	clusteringcoefficient	cohesiveness	compactness	globalefficiency	networkcentralization	networkdensity	networkdiameter	networkheterogeneity
C21orf91	1	7312.17355605888	4.03651728206105e-05	27.132691581729	4.22876557191393	2.38030647589597	0.0316787506733744	0.999999652171614	28.3428309831617	0.439857763970777	0.773465531705358	0.00256089585481161	6	3.67004361267278
SH3BP5L	1	7312.9650811627	4.03627343531569e-05	27.1319365798414	4.22885994714987	2.38045589073388	0.0316832070574609	0.999999652161935	28.3437534276626	0.439834071436841	0.773371218822101	0.00256082459460514	6	3.66984682973576
DCTN5	1	7312.95998489997	4.03627495560232e-05	27.1325028312571	4.22885994714987	2.38045492872109	0.0316829843993748	0.999999652169195	28.3441349414138	0.43983424810277	0.773371165376946	0.00256087803975999	6	3.66980493964799
ZNF670	1	7312.96847867119	4.03627248593399e-05	27.1313703284258	4.22885994714987	2.38045653207573	0.0316828923497685	0.999999652154676	28.3505134968828	0.439833949700656	0.773371272267256	0.00256077114945029	6	3.66994853513346
CCDC112	1	7312.02774631938	4.03655023982727e-05	27.132691581729	4.22876557191393	2.38027895164122	0.0316784107325004	0.999999652171614	28.3428309831617	0.439860930596217	0.773465531705358	0.00256089585481161	6	3.67006471244406
ZUFSP	1	7312.96385428461	4.03627381863732e-05	27.1319365798414	4.22885994714987	2.3804556591382	0.0316830261992523	0.999999652161935	28.3493520183543	0.439834120428233	0.773371218822101	0.00256082459460514	6	3.66987128577414
C11orf68	1	7312.96111740283	4.03627465467863e-05	27.1321253303133	4.22885994714987	2.38045514250171	0.0316829644835156	0.999999652164355	28.346743231062	0.439834215441841	0.773371201007049	0.00256084240965676	6	3.66985434075102
ROGDI	1	7312.08795771991	4.03653651469829e-05	27.1325028312571	4.22876557191393	2.38029031764415	0.0316785234629613	0.999999652169195	28.3441349414138	0.439859573386197	0.77346554952041	0.00256087803975999	6	3.67008179902232
ZNF821	1	7312.05190637974	4.03654554822584e-05	27.1325028312571	4.22876557191393	2.38028351229443	0.0316784045415918	0.999999652169195	28.3428309831617	0.439860559746216	0.77346554952041	0.00256087803975999	6	3.67009248869421
ZBTB45	1	7311.99943374857	4.0365563030286e-05	27.1328803322008	4.22876557191393	2.38027360712574	0.0316783555772186	0.999999652174034	28.3428309831617	0.439861512257653	0.773465513890307	0.00256091366986322	6	3.67004074426891
C7orf50	1	7313.01047565123	4.03626006318609e-05	27.1294828237071	4.22885994714987	2.3804644597737	0.0316849669242958	0.999999652130475	28.346044328702	0.439832597241329	0.773371450417772	0.00256059299893413	6	3.66997131956445
TTC14	1	7312.96385428462	4.03627373217025e-05	27.1306153265383	4.22885994714987	2.3804556591382	0.0316822803411953	0.999999652144996	28.3401442938139	0.439834072921428	0.773371343527462	0.00256069988924382	6	3.67003323115028
ZNF337	1	7312.08937334842	4.03653739582451e-05	27.1323140807852	4.22876557191393	2.38029058486993	0.0316784861492168	0.999999652166775	28.3428309831617	0.439859786572972	0.773465567335462	0.00256086022470837	6	3.67011481564892
LOH12CR1	1	7312.95715364288	4.03627572864696e-05	27.1325028312571	4.22885994714987	2.38045439426954	0.0316829969604366	0.999999652169195	28.3454390240413	0.439834331239677	0.773371165376946	0.00256087803975999	6	3.66980085210392
TRIM59	1	7312.96583616459	4.03627321131036e-05	27.1319365798414	4.22885994714987	2.38045603325429	0.0316834581862429	0.999999652161935	28.3466001497584	0.439834058075553	0.773371218822101	0.00256082459460514	6	3.66984116988652
NOX4	1	7312.95639864099	4.03627596500171e-05	27.132691581729	4.22885994714987	2.38045425174913	0.0316829106500244	0.999999652171614	28.3441349414138	0.439834360931429	0.773371147561894	0.00256089585481161	6	3.66978212613562
PRAF2	1	7312.95790864478	4.03627550387113e-05	27.1319365798414	4.22885994714987	2.38045453678995	0.0316827970685682	0.999999652161935	28.3493520183543	0.439834292640398	0.773371218822101	0.00256082459460514	6	3.66988550513866
NCAPG	1	7312.97602869008	4.03627015916916e-05	27.1283503208758	4.22885994714987	2.38045795727986	0.0316810926878033	0.999999652115953	28.3418144705529	0.439833642391014	0.773371557308082	0.00256048610862443	6	3.67027025887075
JDP2	1	7312.99669686676	4.03626406571043e-05	27.1294828237071	4.22885994714987	2.38046185877617	0.0316833720933683	0.999999652130475	28.3519780937979	0.439833017379627	0.773371450417772	0.00256059299893413	6	3.67010668411519
AP1AR	1	7312.98471121179	4.0362676526527e-05	27.1323140807852	4.22885994714987	2.38045959626461	0.0316838264211341	0.999999652166775	28.346743231062	0.439833465725093	0.773371183191998	0.00256086022470837	6	3.66977346170344
ZXDC	1	7312.43469233677	4.03644809760209e-05	27.1306153265383	4.22876557191393	2.38035577014379	0.0316799109297	0.999999652144996	28.3492089234013	0.439850252848138	0.773465727670926	0.00256069988924382	6	3.67024645732161
PARVG	1	7312.99188372972	4.03626562609705e-05	27.1321253303133	4.22885994714987	2.38046095020853	0.0316837702976586	0.999999652164355	28.3480475624937	0.439833259367411	0.773371201007049	0.00256084240965676	6	3.66980102687336
ZNF384	1	7312.96083427706	4.03627471121959e-05	27.1319365798414	4.22885994714987	2.38045508905655	0.0316829569530204	0.999999652161935	28.3452959495615	0.439834209503491	0.773371218822101	0.00256082459460514	6	3.66987558303262
GREM1	1	7312.0733295583	4.03654074675999e-05	27.132691581729	4.22876557191393	2.38028755631115	0.0316784478780024	0.999999652171614	28.3428309831617	0.439860120011356	0.773465531705358	0.00256089585481161	6	3.67006240684582
BDP1	1	7311.44346923368	4.03669753113764e-05	27.1328803322008	4.22867119667799	2.38016865865666	0.0316783291252639	0.999999652174034	28.3428309831617	0.439870190266346	0.773465513890307	0.00256091366986322	6	3.67004238612132
ADI1	1	7312.99480936203	4.03626475916338e-05	27.1317478293696	4.22885994714987	2.38046150247513	0.0316837338469832	0.999999652159516	28.3465047622227	0.439833143569577	0.773371236637152	0.00256080677955352	6	3.6698448384849
BRI3	1	7312.01406191019	4.03655364832849e-05	27.1328803322008	4.22876557191393	2.38027636845874	0.0316783319392995	0.999999652174034	28.3428309831617	0.439861349249923	0.773465513890307	0.00256091366986322	6	3.6700422114562
RELT	1	7312.25585126464	4.03649558427389e-05	27.1321253303133	4.22876557191393	2.38032201062098	0.0316797378940252	0.999999652164355	28.3428309831617	0.439855328653237	0.773465585150513	0.00256084240965676	6	3.67006451425969
FSTL3	2	7310.73244620607	4.03689837457686e-05	27.1323140807852	4.22838807097018	2.38029497138496	0.0316832670145681	0.999999652166775	28.3441349414138	0.43977487677086	0.773371183191998	0.00256086022470837	6	3.66981479198946
UNC13D	1	7312.95979614948	4.03627495026153e-05	27.1319365798414	4.22885994714987	2.38045489309098	0.0316830605409917	0.999999652161935	28.3493520183543	0.439834234741481	0.773371218822101	0.00256082459460514	6	3.66986915461156
MMP7	1	7312.02302755755	4.03655165343268e-05	27.1323140807852	4.22876557191393	2.38027806088864	0.031678311283154	0.999999652166775	28.3441349414138	0.439861112606655	0.773465567335462	0.00256086022470837	6	3.67012236134
ANKRA2	1	7312.34852774627	4.03647220387415e-05	27.1317478293696	4.22876557191393	2.38033950500166	0.0316794017635048	0.999999652159516	28.3466001497584	0.439852918870592	0.773465620780616	0.00256080677955352	6	3.67012031284975
MKL1	1	7312.99716874295	4.03626434394633e-05	27.1300490751227	4.22885994714987	2.38046194785142	0.0316837096668602	0.999999652137735	28.3503871087769	0.439833090124418	0.773371396972617	0.00256064644408897	6	3.66998700852312
RAB18	1	7312.96564741413	4.03627319552295e-05	27.1315590788977	4.22885994714987	2.38045599762418	0.031683531518959	0.999999652157096	28.3477613862378	0.439834037291326	0.773371254452204	0.00256078896450191	6	3.66987816946254
TMEM62	1	7312.15694601733	4.03652235334952e-05	27.1317478293696	4.22876557191393	2.38030334044688	0.0316786386721812	0.999999652159516	28.3428309831617	0.439858409766387	0.773465620780616	0.00256080677955352	6	3.67018752755284
NDUFS7	1	7312.97017742545	4.03627208564981e-05	27.1287278218196	4.22885994714987	2.38045685274666	0.031680568241463	0.999999652120793	28.3519948857646	0.439833844888766	0.773371521677978	0.00256052173872766	6	3.67029764742862
LRRCC1	1	7312.95658739147	4.03627589808773e-05	27.1323140807852	4.22885994714987	2.38045428737923	0.0316828530149296	0.999999652166775	28.346743231062	0.439834344600965	0.773371183191998	0.00256086022470837	6	3.6698338673491
C1orf123	1	7312.95847489618	4.03627534466237e-05	27.1325028312571	4.22885994714987	2.38045464368026	0.0316830267981315	0.999999652169195	28.3454390240413	0.439834291155811	0.773371165376946	0.00256087803975999	6	3.6697990004799
TTLL5	1	7312.96706304266	4.03627287605145e-05	27.1323140807852	4.22885994714987	2.38045626484996	0.0316834049121322	0.999999652166775	28.3439918737571	0.439834025414625	0.773371183191998	0.00256086022470837	6	3.66979631045672
C10orf88	1	7312.98999622499	4.03626614324427e-05	27.1321253303133	4.22885994714987	2.3804605939075	0.031683750592523	0.999999652164355	28.3480475624937	0.439833309843391	0.773371201007049	0.00256084240965676	6	3.6698022496774
ZC3H7A	1	7312.96007927518	4.03627489994733e-05	27.1321253303133	4.22885994714987	2.38045494653614	0.0316830708860795	0.999999652164355	28.346743231062	0.43983423474148	0.773371201007049	0.00256084240965676	6	3.66984773769811
CCDC86	1	7312.95696489241	4.03627577625573e-05	27.1323140807852	4.22885994714987	2.38045435863944	0.0316835385514948	0.999999652166775	28.3454390240413	0.439834332724264	0.773371183191998	0.00256086022470837	6	3.66979463348884
ORMDL3	1	7313.01764816912	4.03625798248433e-05	27.1319365798414	4.22885994714987	2.38046581371763	0.0316846799325562	0.999999652161935	28.3466001497584	0.439832451751745	0.773371218822101	0.00256082459460514	6	3.6697653550149
ST3GAL2	1	7311.99669686674	4.03655690434958e-05	27.1328803322008	4.22876557191393	2.38027309048924	0.0316783431954471	0.999999652174034	28.3428309831617	0.439861586190117	0.773465513890307	0.00256091366986322	6	3.67004151279566
SIGIRR	1	7312.99103435257	4.03626583423644e-05	27.1315590788977	4.22885994714987	2.38046078987307	0.0316835190995157	0.999999652157096	28.3449144176153	0.439833259367411	0.773371254452204	0.00256078896450191	6	3.66986901569828
C16orf45	1	7312.95800302001	4.03627552468734e-05	27.1323140807852	4.22885994714987	2.380454554605	0.0316828973142026	0.999999652166775	28.3454390240413	0.439834304517099	0.773371183191998	0.00256086022470837	6	3.6698344263325
C6orf47	1	7312.95734239333	4.0362757042802e-05	27.1325028312571	4.22885994714987	2.38045442989964	0.0316829365467038	0.999999652169195	28.3441349414138	0.439834328270501	0.773371165376946	0.00256087803975999	6	3.66980790922843
ZDHHC6	1	7312.97508493771	4.03627056430836e-05	27.1321253303133	4.22885994714987	2.38045777912935	0.0316839470819707	0.999999652164355	28.3480475624937	0.439833770065555	0.773371201007049	0.00256084240965676	6	3.66979005655606
TMEM120A	1	7312.15307663268	4.03652308784963e-05	27.1323140807852	4.22876557191393	2.38030261002977	0.0316785673625866	0.999999652166775	28.3441349414138	0.439858437379721	0.773465567335462	0.00256086022470837	6	3.67010646646339
ARHGEF10L	1	7312.05398263497	4.03654515282904e-05	27.1325028312571	4.22876557191393	2.38028390422557	0.0316783927225913	0.999999652169195	28.3428309831617	0.439860560933884	0.77346554952041	0.00256087803975999	6	3.670093222298
MAGEE1	1	7312.96026802565	4.03627485198705e-05	27.1323140807852	4.22885994714987	2.38045498216624	0.0316830746511557	0.999999652166775	28.3454390240413	0.439834237710655	0.773371183191998	0.00256086022470837	6	3.6698234213311
GAL3ST4	1	7312.08578708946	4.03653823155517e-05	27.1328803322008	4.22876557191393	2.38028990789796	0.0316784529433049	0.999999652174034	28.3428309831617	0.439859913653672	0.773465513890307	0.00256091366986322	6	3.67003470084838
HN1L	1	7312.96357115894	4.03627386585922e-05	27.1311815779539	4.22885994714987	2.38045560569305	0.0316828174369467	0.999999652152256	28.3490181301306	0.439834099644006	0.773371290082307	0.00256075333439867	6	3.66997065205157
CDCA5	1	7312.97753869385	4.03627045963958e-05	27.1294828237071	4.22885994714987	2.38045824232069	0.0316821307245768	0.999999652130475	28.3534738157826	0.439833720183405	0.773371450417772	0.00256059299893413	6	3.6701936516324
APOBEC3G	1	7312.99207248016	4.036265522026e-05	27.1317478293696	4.22885994714987	2.38046098583864	0.0316837432411933	0.999999652159516	28.3452005665749	0.439833232644834	0.773371236637152	0.00256080677955352	6	3.66984756363378
WFDC2	1	7311.44809362024	4.03669686389017e-05	27.1328803322008	4.22867119667799	2.38016953159419	0.0316783662705746	0.999999652174034	28.3428309831617	0.439870078328455	0.773465513890307	0.00256091366986322	6	3.67004008054113
HSPBAP1	1	7312.96017365041	4.03627487694286e-05	27.1323140807852	4.22885994714987	2.38045496435119	0.0316829772563293	0.999999652166775	28.3454390240413	0.439834234741481	0.773371183191998	0.00256086022470837	6	3.66982946535183
CCDC113	1	7312.0745564364	4.0365408342715e-05	27.1325028312571	4.22876557191393	2.38028778790682	0.031678424802756	0.999999652169195	28.3428309831617	0.43986017434726	0.77346554952041	0.00256087803975999	6	3.67009123108737
CELSR1	1	7312.04869762172	4.03654636014259e-05	27.132691581729	4.22876557191393	2.38028290658268	0.031678376401129	0.999999652171614	28.3428309831617	0.43986069098376	0.773465531705358	0.00256089585481161	6	3.67006684337448
MAFF	1	7312.34494148733	4.0364719442925e-05	27.1298603246508	4.22876557191393	2.3803388280297	0.0316782288475874	0.999999652135315	28.3466643772566	0.439853041794438	0.773465798931133	0.00256062862903736	6	3.67037773683159
ADCK1	1	7312.23414496032	4.03650103904635e-05	27.1323140807852	4.22876557191393	2.38031791315911	0.0316794908016699	0.999999652166775	28.3428309831617	0.439855918925279	0.773465567335462	0.00256086022470837	6	3.6700524583024
RFK	1	7312.95724801812	4.03627569693069e-05	27.1321253303133	4.22885994714987	2.38045441208459	0.0316828145206659	0.999999652164355	28.3439441845382	0.439834317878388	0.773371201007049	0.00256084240965676	6	3.66985703088028
APBB3	1	7312.37787844465	4.03646375666187e-05	27.1321253303133	4.22876557191393	2.38034504548272	0.0316797954757764	0.999999652164355	28.3441349414138	0.439851950622548	0.773465585150513	0.00256084240965676	6	3.67005763210636
OLFM2	1	7312.17704794262	4.03651744280987e-05	27.1311815779539	4.22876557191393	2.38030713505288	0.0316787152156245	0.999999652152256	28.3428309831617	0.43985790975727	0.773465674225771	0.00256075333439867	6	3.67026495863466
CCDC50	1	7312.95819177048	4.03627540866632e-05	27.1319365798414	4.22885994714987	2.38045459023511	0.0316828531535512	0.999999652161935	28.3438488061004	0.43983428521746	0.773371218822101	0.00256082459460514	6	3.66987540834741
EDEM2	1	7312.95658739146	4.03627589542363e-05	27.132691581729	4.22885994714987	2.38045428737923	0.0316829984737174	0.999999652171614	28.3441349414138	0.439834356477666	0.773371147561894	0.00256089585481161	6	3.6697766761178
TOE1	1	7312.98867497169	4.03626637471917e-05	27.126462816157	4.22885994714987	2.38046034449678	0.0316817335059401	0.999999652091746	28.3477634510163	0.439833177715086	0.773371735458598	0.00256030795810826	6	3.67044822274835
KRI1	1	7312.96961117405	4.03627205127581e-05	27.1309928274821	4.22885994714987	2.38045674585635	0.0316837517342362	0.999999652149836	28.3499887903607	0.439833902193851	0.773371307897359	0.00256073551934706	6	3.66991359809392
ANKRD13B	1	7312.95639864099	4.03627595664456e-05	27.132691581729	4.22885994714987	2.38045425174913	0.0316829506210038	0.999999652171614	28.3441349414138	0.439834362416017	0.773371147561894	0.00256089585481161	6	3.66977964567979
C15orf39	1	7313.00028312571	4.0362630942224e-05	27.1317478293696	4.22885994714987	2.38046253574813	0.0316846569711001	0.999999652159516	28.3422110528801	0.43983297878035	0.773371236637152	0.00256080677955352	6	3.66977101413049
PTOV1	1	7312.97102680256	4.03627167802791e-05	27.1306153265383	4.22885994714987	2.38045701308213	0.0316832143064094	0.999999652144996	28.3515796804862	0.439833856171634	0.773371343527462	0.00256069988924382	6	3.67001827725246
PTPN18	1	7312.3148357871	4.03648077155669e-05	27.1321253303133	4.22876557191393	2.38033314502824	0.031679764125807	0.999999652164355	28.3454390240413	0.439853870788178	0.773465585150513	0.00256084240965676	6	3.67005626964807
FLYWCH1	1	7312.99018497547	4.03626605212025e-05	27.1319365798414	4.22885994714987	2.3804606295376	0.0316840741147733	0.999999652161935	28.3466001497584	0.439833284605402	0.773371218822101	0.00256082459460514	6	3.66980294820692
LIPT1	1	7312.98848622121	4.0362665969612e-05	27.1325028312571	4.22885994714987	2.38046030886668	0.0316836783514402	0.999999652169195	28.3426879223275	0.439833366257721	0.773371165376946	0.00256087803975999	6	3.66975525995766
THAP8	1	7312.22734994333	4.03650379150696e-05	27.1321253303133	4.22876557191393	2.38031663047539	0.0316789315090412	0.999999652164355	28.3441349414138	0.439856403494667	0.773465585150513	0.00256084240965676	6	3.67011125666525
DIS3L2	1	7312.96442053607	4.03627363504793e-05	27.1317478293696	4.22885994714987	2.38045576602851	0.0316831064585897	0.999999652159516	28.3423541137143	0.43983409073648	0.773371236637152	0.00256080677955352	6	3.66987715582532
MS4A7	1	7311.99188372971	4.03655790265917e-05	27.132691581729	4.22876557191393	2.38027218192161	0.0316783325021067	0.999999652171614	28.3428309831617	0.439861678828384	0.773465531705358	0.00256089585481161	6	3.67006956816896
LENG8	1	7312.32191392978	4.03647820267818e-05	27.1308040770102	4.22876557191393	2.38033448115711	0.0316794835467845	0.999999652147416	28.3479044743658	0.439853606828496	0.773465709855874	0.00256071770429544	6	3.67024889825099
FBXO18	1	7312.97706681767	4.03626985614495e-05	27.1292940732352	4.22885994714987	2.38045815324543	0.0316823302263173	0.999999652128055	28.3386660690188	0.439833621606789	0.773371468232823	0.00256057518388251	6	3.67011933430874
EML4	1	7312.98537183846	4.03626746965884e-05	27.1321253303133	4.22885994714987	2.38045972096997	0.0316837286354009	0.999999652164355	28.3480475624937	0.439833444940866	0.773371201007049	0.00256084240965676	6	3.66980361222999
CNPY4	1	7311.99244998113	4.03655782091051e-05	27.1328803322008	4.22876557191393	2.38027228881192	0.0316783285624568	0.999999652174034	28.3428309831617	0.439861690408167	0.773465513890307	0.00256091366986322	6	3.67004242105434
SLC35E1	1	7312.96140052844	4.0362746709559e-05	27.1319365798414	4.22885994714987	2.38045519594686	0.0316829616686427	0.999999652161935	28.346743231062	0.439834206534315	0.773371218822101	0.00256082459460514	6	3.66988190663147
BTBD10	1	7312.97263118157	4.03627123043169e-05	27.1311815779539	4.22885994714987	2.380457315938	0.0316833488627578	0.999999652152256	28.3448190346288	0.439833819056944	0.773371290082307	0.00256075333439867	6	3.66992774783885
CCDC137	1	7312.95913552282	4.03627519070198e-05	27.1323140807852	4.22885994714987	2.38045476838562	0.0316830003382861	0.999999652166775	28.3454390240413	0.439834270371584	0.773371183191998	0.00256086022470837	6	3.66982803295475
KBTBD4	1	7312.97036617591	4.03627190338168e-05	27.1319365798414	4.22885994714987	2.38045688837677	0.0316840309090896	0.999999652161935	28.3423541137143	0.43983391555514	0.773371218822101	0.00256082459460514	6	3.66979239699673
MORN2	1	7312.03869384674	4.03654847087558e-05	27.132691581729	4.22876557191393	2.38028101818721	0.0316783769639377	0.999999652171614	28.3428309831617	0.439860849240807	0.773465531705358	0.00256089585481161	6	3.67006680844121
FBXO34	1	7312.97149867873	4.03627155435712e-05	27.1315590788977	4.22885994714987	2.38045710215739	0.0316832921760389	0.999999652157096	28.3434196031303	0.439833857656223	0.773371254452204	0.00256078896450191	6	3.66987317332686
CBWD2	1	7312.96687429222	4.03627289854848e-05	27.1317478293696	4.22885994714987	2.38045622921986	0.0316836506989588	0.999999652159516	28.3451051835884	0.439834010568748	0.773371236637152	0.00256080677955352	6	3.66984669018885
PLEKHG4	1	7312.96234428086	4.03627426630071e-05	27.1325028312571	4.22885994714987	2.38045537409738	0.0316829738784848	0.999999652169195	28.3454390240413	0.439834169419625	0.773371165376946	0.00256087803975999	6	3.66980228449168
TMEM51	1	7312.02425443564	4.03655092140951e-05	27.132691581729	4.22876557191393	2.38027829248431	0.0316784135465505	0.999999652171614	28.3428309831617	0.439860974243093	0.773465531705358	0.00256089585481161	6	3.67006453777758
FAM69B	1	7312.1428841072	4.0365236323957e-05	27.1325028312571	4.22876557191393	2.38030068600419	0.0316786932656287	0.999999652169195	28.3428309831617	0.439858394623606	0.77346554952041	0.00256087803975999	6	3.67007456775604
HIC2	1	7312.33276708187	4.03647548188641e-05	27.1321253303133	4.22876557191393	2.38033652988804	0.0316796022460364	0.999999652164355	28.3428309831617	0.439853222320309	0.773465585150513	0.00256084240965676	6	3.67007293352618
ZNF594	1	7312.96130615326	4.03627456484133e-05	27.132691581729	4.22885994714987	2.38045517813181	0.031683026059465	0.999999652171614	28.3441349414138	0.439834212472666	0.773371147561894	0.00256089585481161	6	3.66977496425155
PNPLA2	1	7312.95828614571	4.03627535700514e-05	27.1311815779539	4.22885994714987	2.38045460805016	0.0316826547749364	0.999999652152256	28.3545710864411	0.439834255525707	0.773371290082307	0.00256075333439867	6	3.66999067151666
SAAL1	1	7312.95922989808	4.03627514116223e-05	27.1317478293696	4.22885994714987	2.38045478620067	0.0316829843632605	0.999999652159516	28.3480475624937	0.439834246618181	0.773371236637152	0.00256080677955352	6	3.66990458166935
FAM195A	1	7312.20252925633	4.0365093371818e-05	27.1323140807852	4.22876557191393	2.38031194511681	0.0316789667985184	0.999999652166775	28.3428309831617	0.439856802551836	0.773465567335462	0.00256086022470837	6	3.67008498207023
C4orf27	1	7312.9582861457	4.03627539058908e-05	27.1323140807852	4.22885994714987	2.38045460805016	0.0316829492832077	0.999999652166775	28.346743231062	0.439834289671223	0.773371183191998	0.00256086022470837	6	3.66982789320867
ACAP3	1	7312.09088335222	4.03653689148663e-05	27.1325028312571	4.22876557191393	2.38029086991075	0.0316784861492168	0.999999652169195	28.3428309831617	0.43985978063462	0.77346554952041	0.00256087803975999	6	3.67008742333069
ADPGK	1	7312.96932804828	4.03627222600519e-05	27.1319365798414	4.22885994714987	2.3804566924112	0.03168376822259	0.999999652161935	28.3452959495615	0.43983395266983	0.773371218822101	0.00256082459460514	6	3.66982523841214
FAM107B	1	7312.98820309548	4.03626666450075e-05	27.1323140807852	4.22885994714987	2.38046025542152	0.0316839799450118	0.999999652166775	28.3454390240413	0.439833357350196	0.773371183191998	0.00256086022470837	6	3.66976724290499
TMEM216	1	7312.26415628543	4.03649312016423e-05	27.132691581729	4.22876557191393	2.38032357834552	0.0316792448388482	0.999999652171614	28.3428309831617	0.439855024609698	0.773465531705358	0.00256089585481161	6	3.67001294093463
CHFR	1	7313.01453378629	4.03626067657269e-05	27.1245753114383	4.22885994714987	2.38046522582092	0.0316793260828591	0.999999652067537	28.3386668319972	0.439832620994716	0.773371913609114	0.0025601298075921	6	3.67070952557206
ENOPH1	1	7312.96923367308	4.03627226932594e-05	27.1323140807852	4.22885994714987	2.38045667459615	0.0316833748973427	0.999999652166775	28.346743231062	0.439833957123595	0.773371183191998	0.00256086022470837	6	3.66980148110285
CYB561D2	1	7312.25547376373	4.03649559466796e-05	27.132691581729	4.22876557191393	2.38032193936077	0.0316792285165078	0.999999652171614	28.3428309831617	0.439855225325945	0.773465531705358	0.00256089585481161	6	3.67001395401435
ORAI2	1	7312.11872404683	4.03653019136284e-05	27.1321253303133	4.22876557191393	2.38029612535098	0.0316786307927301	0.999999652164355	28.3428309831617	0.439859026464104	0.773465585150513	0.00256084240965676	6	3.67013323028098
QTRT1	1	7312.96460928649	4.03627358566308e-05	27.1315590788977	4.22885994714987	2.38045580165862	0.031683713225042	0.999999652157096	28.3466001497584	0.439834071436842	0.773371254452204	0.00256078896450191	6	3.66988012598934
C2orf44	1	7312.96772366931	4.03627259617991e-05	27.1296715741789	4.22885994714987	2.38045638955532	0.0316827144750552	0.999999652132895	28.3553036483605	0.439833924462665	0.77337143260272	0.00256061081398574	6	3.67016311133968
UBAC2	1	7312.96055115138	4.03627470817862e-05	27.1313703284258	4.22885994714987	2.3804550356114	0.0316828309853118	0.999999652154676	28.3505134968828	0.439834191688439	0.773371272267256	0.00256077114945029	6	3.66995234335214
HYLS1	1	7312.96224990562	4.03627428805446e-05	27.1325028312571	4.22885994714987	2.38045535628233	0.0316830054050616	0.999999652169195	28.3454390240413	0.439834178327151	0.773371165376946	0.00256087803975999	6	3.66980032805948
CWF19L1	1	7312.95649301623	4.03627592943307e-05	27.1325028312571	4.22885994714987	2.38045426956418	0.0316829068847176	0.999999652169195	28.3454390240413	0.439834352023904	0.773371165376946	0.00256087803975999	6	3.66980644190663
PDPN	1	7311.98329558324	4.03655940070801e-05	27.1328803322008	4.22876557191393	2.38027056075191	0.0316783499491395	0.999999652174034	28.3428309831617	0.439861779780349	0.773465513890307	0.00256091366986322	6	3.67004109359927
CDAN1	1	7312.96206115515	4.03627428438666e-05	27.1311815779539	4.22885994714987	2.38045532065222	0.0316825511123199	0.999999652152256	28.3434672923492	0.439834148635397	0.773371290082307	0.00256075333439867	6	3.6699772553427
C7orf43	1	7311.99839562097	4.0365565558714e-05	27.132691581729	4.22876557191393	2.38027341116017	0.0316783544516026	0.999999652171614	28.3428309831617	0.439861530369623	0.773465531705358	0.00256089585481161	6	3.67006820577197
C6orf203	1	7312.9929218573	4.03626530675232e-05	27.1321253303133	4.22885994714987	2.3804611461741	0.0316840448379208	0.999999652164355	28.3438964953193	0.439833222252721	0.773371201007049	0.00256084240965676	6	3.66977737426939
ITFG2	1	7312.03680634202	4.03654902749651e-05	27.132691581729	4.22876557191393	2.38028066188618	0.0316783538887947	0.999999652171614	28.3428309831617	0.439860931783877	0.773465531705358	0.00256089585481161	6	3.67006824070523
C11orf1	1	7312.03926009815	4.03654820776874e-05	27.1328803322008	4.22876557191393	2.38028112507752	0.0316783865316898	0.999999652174034	28.3428309831617	0.439860818361385	0.773465513890307	0.00256091366986322	6	3.67003882295132
OLFML3	1	7312.03926009815	4.03654820776874e-05	27.1328803322008	4.22876557191393	2.38028112507752	0.0316783865316898	0.999999652174034	28.3428309831617	0.439860818361385	0.773465513890307	0.00256091366986322	6	3.67003882295132
PDDC1	1	7312.98839184597	4.03626662724609e-05	27.1325028312571	4.22885994714987	2.38046029105162	0.031683668780443	0.999999652169195	28.3426879223275	0.439833367742309	0.773371165376946	0.00256087803975999	6	3.66975585388198
TMEM222	1	7312.97404681012	4.0362708740526e-05	27.1321253303133	4.22885994714987	2.38045758316378	0.0316838324053009	0.999999652164355	28.3452959495615	0.439833801241895	0.773371201007049	0.00256084240965676	6	3.66979386472725
HN1	1	7312.95847489617	4.03627531995895e-05	27.1319365798414	4.22885994714987	2.38045464368026	0.0316828899589866	0.999999652161935	28.3493520183543	0.439834276309934	0.773371218822101	0.00256082459460514	6	3.66987974053806
PRPF38A	1	7313.00396375991	4.03626201194224e-05	27.1289165722914	4.22885994714987	2.38046323053514	0.0316819291149924	0.999999652123214	28.3438339112228	0.439832788753131	0.773371503862927	0.00256053955377928	6	3.6701824773184
NRSN2	1	7312.95668176668	4.03627588108945e-05	27.1325028312571	4.22885994714987	2.38045430519428	0.0316829134648788	0.999999652169195	28.3441349414138	0.439834346085553	0.773371165376946	0.00256087803975999	6	3.66980934161343
LSM12	1	7312.98065307666	4.03626891755897e-05	27.1300490751227	4.22885994714987	2.38045883021739	0.0316838886502665	0.999999652137735	28.3433405983375	0.43983355183117	0.773371396972617	0.00256064644408897	6	3.66995605080747
ZFAND3	1	7312.95715364288	4.03627573661013e-05	27.1325028312571	4.22885994714987	2.38045439426954	0.0316829434779167	0.999999652169195	28.3454390240413	0.439834331239677	0.773371165376946	0.00256087803975999	6	3.66980417105031
ISYNA1	1	7312.96196677991	4.03627436515143e-05	27.1319365798414	4.22885994714987	2.38045530283717	0.0316831140241768	0.999999652161935	28.3493520183543	0.439834175357975	0.773371218822101	0.00256082459460514	6	3.66986583558541
